customer_id,number_of_orders,Days in firstorder,Days in second_order,Days in third_order,Days in lastorder,days_since_last_order,average_ind_order_frequency,stages,stages_week_overtime,City,internalData__segmentation,final_group_median,group_avg_no_zeros,stages_by_groups,internalData__gender,average_order_frequency,female,days_since_firstorder,churn_group,berlin,churn_ind
550e93f4d3cde8f15d4b9279,38,3/22/2015,4/12/2015,4/21/2015,1/15/2016,45,8,Stage 3,Stage 3,Berlin,DCLAWF,23,8,Stage 3,male,45.06349206,0,344,0,1,0
54e4f55fd2cde8ea5829cfcc,35,2/18/2015,5/19/2015,6/1/2015,2/3/2016,26,10,Stage 3,Stage 3,Berlin,DCHHLA,23,10,Stage 3,male,53.3,0,376,0,1,0
55058990d4cde8750fa17077,34,3/16/2015,3/21/2015,4/2/2015,2/25/2016,4,10,Stage 2,Stage 2,Berlin,DCLAWF,23,10,Stage 2,male,45.06349206,0,350,0,1,0
54e6ff2ed4cde8a52f985ef3,32,2/20/2015,3/4/2015,3/10/2015,2/23/2016,6,12,Stage 2,Stage 2,Berlin,DC,47,12,Stage 2,male,61.43564356,0,374,0,1,0
54e26b57d4cde83151069a43,32,2/16/2015,2/27/2015,3/7/2015,2/19/2016,10,12,Stage 2,Stage 2,Berlin,DCLA,32,12,Stage 2,female,56.12340426,1,378,0,1,0
551269fed4cde8f708a2742c,29,3/25/2015,4/7/2015,4/17/2015,2/23/2016,6,12,Stage 2,Stage 2,Berlin,DCLA,32,12,Stage 2,male,52.83279221,0,341,0,1,0
54dd2cb0d3cde81315f7d14f,29,2/12/2015,2/19/2015,2/25/2015,2/27/2016,2,14,Stage 2,Stage 2,Berlin,LAWF,21,14,Stage 2,male,41.33333333,0,382,0,1,0
54d9c811d2cde82c5daba709,29,2/10/2015,2/25/2015,3/13/2015,2/15/2016,14,13,Stage 3,Stage 2,Berlin,LA,30,13,Stage 2,female,46.8019802,1,384,0,1,0
54ea324cd2cde87017017267,27,2/22/2015,3/2/2015,3/12/2015,12/15/2015,76,11,Stage 3,Stage 3,Berlin,DCLAWF,23,11,Stage 3,female,27.36842105,1,372,1,1,1
54e1ac16d2cde8c33a3654f5,26,2/16/2015,2/26/2015,3/10/2015,2/24/2016,5,15,Stage 2,Stage 2,Berlin,LA,30,15,Stage 2,male,47.97277228,0,378,0,1,0
55523b4dd4cde88a7c227357,26,6/5/2015,6/15/2015,6/30/2015,2/22/2016,7,10,Stage 2,Stage 2,Berlin,DC,47,10,Stage 2,male,61.43564356,0,269,0,1,0
54db0404d3cde8da67752f57,26,2/11/2015,2/22/2015,3/4/2015,2/26/2016,3,15,Stage 2,Stage 2,Berlin,DCLA,32,15,Stage 2,male,52.83279221,0,383,0,1,0
54eecf66d2cde85a6a4944ba,26,2/26/2015,3/11/2015,3/24/2015,2/17/2016,12,14,Stage 2,Stage 2,Berlin,LA,30,14,Stage 2,male,47.97277228,0,368,0,1,0
550d6063d4cde8f10ff2cd82,26,3/21/2015,4/14/2015,4/22/2015,2/11/2016,18,13,Stage 3,Stage 2,Berlin,LA,30,13,Stage 2,female,46.8019802,1,345,0,1,0
55075ddbd2cde88569f8f10e,26,3/16/2015,3/23/2015,3/27/2015,2/23/2016,6,14,Stage 2,Stage 2,Berlin,DCLA,32,14,Stage 2,female,56.12340426,1,350,0,1,0
54d63557d3cde81f2ed3104b,26,2/11/2015,2/22/2015,3/7/2015,2/22/2016,7,15,Stage 2,Stage 2,Berlin,DCLA,32,15,Stage 2,male,52.83279221,0,383,0,1,0
5555c8c3d3cde87260985425,25,5/15/2015,5/26/2015,6/2/2015,2/26/2016,3,12,Stage 2,Stage 2,Berlin,DCLA,32,12,Stage 2,male,52.83279221,0,290,0,1,0
5576c0fcd4cde8c627c5bcba,25,6/9/2015,6/23/2015,7/3/2015,2/23/2016,6,11,Stage 2,Stage 2,Berlin,WF,21,11,Stage 2,male,41.83333333,0,265,0,1,0
54d7c259d2cde81509a904d8,25,2/10/2015,2/24/2015,3/10/2015,2/17/2016,12,16,Stage 2,Stage 2,Berlin,DCLA,32,16,Stage 2,female,56.12340426,1,384,0,1,0
54e83cbdd4cde80c39985ebd,24,2/21/2015,3/4/2015,3/18/2015,2/23/2016,6,16,Stage 2,Stage 2,Berlin,LA,30,16,Stage 2,male,47.97277228,0,373,0,1,0
54e237fdd2cde80a709e4a04,24,2/16/2015,2/26/2015,3/17/2015,2/25/2016,4,16,Stage 2,Stage 2,Berlin,DCLA,32,16,Stage 2,male,52.83279221,0,378,0,1,0
5519b306d4cde8bf1d41b6c5,24,3/30/2015,4/9/2015,4/14/2015,2/16/2016,13,14,Stage 2,Stage 2,Berlin,DCLA,32,14,Stage 2,male,52.83279221,0,336,0,1,0
557f14bdd4cde81c6bc5bc64,24,6/15/2015,6/29/2015,7/8/2015,2/22/2016,7,11,Stage 2,Stage 2,Berlin,WF,21,11,Stage 2,male,41.83333333,0,259,0,1,0
54ac647ad3cde8f411b5888a,23,1/6/2015,1/12/2015,3/26/2015,2/11/2016,18,18,Stage 3,Stage 2,Berlin,NA,32,18,Stage 2,NA,46.05533597,NA,419,0,1,0
54ca9721d4cde8d3642ab7ef,22,1/29/2015,2/15/2015,2/27/2015,2/22/2016,7,19,Stage 2,Stage 2,Berlin,DC,47,19,Stage 2,male,61.43564356,0,396,0,1,0
56004569d4cde8a643f8880e,22,9/21/2015,9/21/2015,9/25/2015,2/5/2016,24,7,Stage 3,Stage 3,Berlin,WF,21,7,Stage 3,male,41.83333333,0,161,0,1,0
54e39232d3cde83a6fc090d3,22,2/17/2015,3/3/2015,3/19/2015,2/9/2016,20,17,Stage 3,Stage 2,Berlin,DCLA,32,17,Stage 2,male,52.83279221,0,377,0,1,0
54d2152ed3cde8af12033318,22,2/4/2015,2/11/2015,2/20/2015,11/19/2015,102,14,Stage 3,Stage 3,Berlin,LA,30,14,Stage 3,male,47.97277228,0,390,1,1,1
54f8dc8ad4cde81918c71db0,22,3/5/2015,3/17/2015,3/23/2015,2/21/2016,8,17,Stage 2,Stage 2,Berlin,LA,30,17,Stage 2,male,47.97277228,0,361,0,1,0
54da6c1cd3cde8d767752ee5,22,2/10/2015,2/26/2015,3/19/2015,2/24/2016,5,18,Stage 2,Stage 2,Berlin,DCLA,32,18,Stage 2,male,52.83279221,0,384,0,1,0
54f83a11d3cde8bc73ca94ac,22,3/5/2015,3/18/2015,3/30/2015,10/5/2015,147,10,Stage 3,Stage 3,Berlin,DCLA,32,10,Stage 3,male,52.83279221,0,361,1,1,1
55d42cbbd3cde8a65f864e60,21,8/19/2015,9/2/2015,9/14/2015,2/24/2016,5,9,Stage 2,Stage 2,Berlin,DCLA,32,9,Stage 2,male,52.83279221,0,194,0,1,0
54ef740cd4cde8ae3952073f,21,2/26/2015,3/13/2015,4/16/2015,2/14/2016,15,18,Stage 2,Stage 2,Berlin,LA,30,18,Stage 2,male,47.97277228,0,368,0,1,0
54d48675d3cde8c24503329b,21,2/6/2015,2/19/2015,2/21/2015,1/12/2016,48,17,Stage 3,Stage 3,Berlin,DCHHLA,23,17,Stage 3,female,35.625,1,388,0,1,1
5558e91ad2cde86b14da9d33,21,5/17/2015,6/2/2015,6/22/2015,2/28/2016,1,14,Stage 2,Stage 2,Berlin,LAWF,21,14,Stage 2,male,41.33333333,0,288,0,1,0
54e4b33cd3cde8503fc09063,21,2/18/2015,3/10/2015,3/22/2015,2/24/2016,5,19,Stage 2,Stage 2,Berlin,LAWF,21,19,Stage 2,male,41.33333333,0,376,0,1,0
55c08c6dd4cde81d497672ef,21,8/4/2015,8/26/2015,9/9/2015,2/3/2016,26,9,Stage 3,Stage 3,Berlin,WF,21,9,Stage 3,female,37.97727273,1,209,0,1,0
54d0ffe9d2cde8886b760043,21,2/3/2015,3/10/2015,4/8/2015,2/22/2016,7,19,Stage 2,Stage 2,Berlin,DC,47,19,Stage 2,female,59.16363636,1,391,0,1,0
5523a9c4d4cde83f1cd2d170,21,4/7/2015,4/13/2015,4/19/2015,2/2/2016,27,15,Stage 3,Stage 3,Berlin,DCLA,32,15,Stage 2,female,56.12340426,1,328,0,1,0
556073cfd3cde85e3aca8a30,20,5/23/2015,6/9/2015,6/23/2015,2/15/2016,14,14,Stage 3,Stage 2,Berlin,DCLA,32,14,Stage 2,female,56.12340426,1,282,0,1,0
54f2cfa1d3cde8e04630f27c,20,3/1/2015,3/4/2015,3/22/2015,1/12/2016,48,17,Stage 3,Stage 3,Berlin,HHLAWF,16,17,Stage 3,male,16,0,365,1,1,1
54ddb686d2cde8e731fffb93,20,2/13/2015,2/22/2015,4/19/2015,2/23/2016,6,20,Stage 2,Stage 2,Berlin,DCLA,32,20,Stage 2,male,52.83279221,0,381,0,1,0
54ef5850d3cde8356030f232,20,2/26/2015,3/25/2015,4/13/2015,2/28/2016,1,19,Stage 2,Stage 2,Berlin,LAWF,21,19,Stage 2,male,41.33333333,0,368,0,1,0
54e88bebd4cde8c115985e0c,20,2/21/2015,3/16/2015,3/29/2015,2/25/2016,4,19,Stage 2,Stage 2,Berlin,DCLA,32,19,Stage 2,male,52.83279221,0,373,0,1,0
554e5cd2d2cde8ab1723827e,20,5/9/2015,5/21/2015,6/17/2015,1/29/2016,31,14,Stage 3,Stage 3,Berlin,DCLA,32,14,Stage 2,female,56.12340426,1,296,0,1,0
54ca3659d4cde8e87d2ab7f5,20,1/29/2015,2/18/2015,3/8/2015,2/19/2016,10,20,Stage 2,Stage 2,Berlin,LA,30,20,Stage 2,male,47.97277228,0,396,0,1,0
5507076fd2cde81479940c99,20,3/16/2015,3/28/2015,4/28/2015,2/28/2016,1,18,Stage 2,Stage 2,Berlin,LA,30,18,Stage 2,male,47.97277228,0,350,0,1,0
55a6027ad4cde81515a823cd,19,7/15/2015,7/17/2015,7/19/2015,2/21/2016,8,12,Stage 2,Stage 2,Berlin,LAWF,21,12,Stage 2,male,41.33333333,0,229,0,1,0
554bab40d3cde80e419265e9,19,5/7/2015,5/13/2015,6/3/2015,1/29/2016,31,15,Stage 3,Stage 3,Berlin,DCLA,32,15,Stage 2,female,56.12340426,1,298,0,1,0
550ab50ed2cde8a51952f7f9,19,3/19/2015,5/20/2015,6/11/2015,2/14/2016,15,18,Stage 2,Stage 2,Berlin,LA,30,18,Stage 2,male,47.97277228,0,347,0,1,0
55d60050d3cde80858a6a68b,19,8/20/2015,8/26/2015,9/3/2015,2/23/2016,6,10,Stage 2,Stage 2,Berlin,DC,47,10,Stage 2,female,59.16363636,1,193,0,1,0
55df2c84d3cde88830e893e2,19,8/27/2015,9/2/2015,9/7/2015,2/24/2016,5,10,Stage 2,Stage 2,Berlin,WF,21,10,Stage 2,male,41.83333333,0,186,0,1,0
55152d43d4cde8316ab67f51,19,3/27/2015,4/23/2015,5/12/2015,2/27/2016,2,19,Stage 2,Stage 2,Berlin,DCLA,32,19,Stage 2,male,52.83279221,0,339,0,1,0
558e4197d2cde8934f5c190f,19,6/27/2015,7/29/2015,8/4/2015,2/22/2016,7,13,Stage 2,Stage 2,Berlin,DCLAWF,23,13,Stage 2,male,45.06349206,0,247,0,1,0
559e9d69d3cde8f25fa36512,19,7/9/2015,8/2/2015,8/20/2015,2/28/2016,1,13,Stage 2,Stage 2,Berlin,WF,21,13,Stage 2,male,41.83333333,0,235,0,1,0
555a5327d4cde8ce0355378e,19,5/18/2015,5/27/2015,6/8/2015,2/14/2016,15,15,Stage 3,Stage 2,Berlin,DCLA,32,15,Stage 2,male,52.83279221,0,287,0,1,0
55230141d4cde8b747d2d152,19,4/6/2015,4/22/2015,5/12/2015,2/22/2016,7,18,Stage 2,Stage 2,Berlin,DCLA,32,18,Stage 2,male,52.83279221,0,329,0,1,0
55056c58d3cde8463d2951a5,19,3/15/2015,3/22/2015,3/30/2015,2/5/2016,24,18,Stage 3,Stage 2,Berlin,DCLA,32,18,Stage 2,female,56.12340426,1,351,0,1,0
5506f9ccd4cde83632e0c948,19,3/16/2015,6/9/2015,6/28/2015,1/13/2016,47,17,Stage 3,Stage 3,Berlin,LA,30,17,Stage 3,male,47.97277228,0,350,0,1,0
54ec3afdd3cde8336198494b,19,2/24/2015,3/9/2015,3/16/2015,2/3/2016,26,19,Stage 3,Stage 3,Berlin,DCLA,32,19,Stage 2,male,52.83279221,0,370,0,1,0
55238201d2cde88759b4fb3a,19,4/7/2015,4/21/2015,5/8/2015,1/28/2016,32,16,Stage 3,Stage 3,Berlin,DCLA,32,16,Stage 3,male,52.83279221,0,328,0,1,0
54ec32e6d4cde8d86ce61422,19,2/24/2015,3/13/2015,3/25/2015,2/22/2016,7,20,Stage 2,Stage 2,Berlin,LA,30,20,Stage 2,male,47.97277228,0,370,0,1,0
559616f9d3cde875266db149,18,7/3/2015,7/12/2015,7/27/2015,2/14/2016,15,13,Stage 3,Stage 2,Berlin,DCLA,32,13,Stage 2,male,52.83279221,0,241,0,1,0
54e6e935d4cde8d80f985ea0,18,2/20/2015,3/2/2015,3/13/2015,2/20/2016,9,21,Stage 2,Stage 2,Berlin,LA,30,21,Stage 2,male,47.97277228,0,374,0,1,0
55a3cfc2d2cde82d62b3f178,18,7/13/2015,7/22/2015,7/27/2015,1/31/2016,29,12,Stage 3,Stage 3,Berlin,DCLA,32,12,Stage 2,male,52.83279221,0,231,0,1,0
554632f7d4cde82007061788,18,6/8/2015,6/15/2015,6/27/2015,2/9/2016,20,14,Stage 3,Stage 2,Berlin,DC,47,14,Stage 2,male,61.43564356,0,266,0,1,0
54f57f36d4cde83112c71cc3,18,3/3/2015,6/8/2015,6/24/2015,2/17/2016,12,21,Stage 2,Stage 2,Berlin,DCLA,32,21,Stage 2,male,52.83279221,0,363,0,1,0
55869839d3cde81e04ff38b0,18,6/21/2015,7/5/2015,7/27/2015,2/18/2016,11,14,Stage 2,Stage 2,Berlin,DC,47,14,Stage 2,male,61.43564356,0,253,0,1,0
5533acd0d4cde8192b7fc9b8,18,4/20/2015,5/9/2015,5/31/2015,2/23/2016,6,18,Stage 2,Stage 2,Berlin,DCLA,32,18,Stage 2,male,52.83279221,0,315,0,1,0
54f02134d4cde84b3952079c,18,2/27/2015,3/11/2015,3/26/2015,2/25/2016,4,21,Stage 2,Stage 2,Berlin,DCLA,32,21,Stage 2,male,52.83279221,0,367,0,1,0
5594e138d4cde8eb75779108,18,7/2/2015,7/14/2015,7/16/2015,1/8/2016,52,11,Stage 3,Stage 3,Berlin,DCLA,32,11,Stage 3,male,52.83279221,0,242,0,1,0
5522b270d2cde8c51ab4fb06,18,4/6/2015,4/16/2015,4/29/2015,2/26/2016,3,19,Stage 2,Stage 2,Berlin,DCWF,26,19,Stage 2,female,44.125,1,329,0,1,0
55490887d4cde82678a4c135,17,5/5/2015,5/15/2015,5/31/2015,11/27/2015,94,13,Stage 3,Stage 3,Berlin,DCLA,32,13,Stage 3,female,56.12340426,1,300,0,1,1
553d344cd2cde8ae2f108f6c,17,4/26/2015,5/6/2015,5/27/2015,2/15/2016,14,18,Stage 2,Stage 2,Berlin,DCLA,32,18,Stage 2,male,52.83279221,0,309,0,1,0
553568dcd4cde80c2a1059ba,17,4/20/2015,5/18/2015,6/3/2015,2/22/2016,7,19,Stage 2,Stage 2,Berlin,DCLA,32,19,Stage 2,female,56.12340426,1,315,0,1,0
554e4f69d4cde8d21a22739f,17,5/9/2015,6/13/2015,6/23/2015,2/22/2016,7,18,Stage 2,Stage 2,Berlin,DCLA,32,18,Stage 2,male,52.83279221,0,296,0,1,0
556f3443d2cde8497f65b390,17,6/3/2015,6/18/2015,7/3/2015,2/28/2016,1,17,Stage 2,Stage 2,Berlin,DC,47,17,Stage 2,male,61.43564356,0,271,0,1,0
54e0d8f8d4cde8e450f5f233,17,2/15/2015,2/27/2015,3/8/2015,2/24/2016,5,23,Stage 2,Stage 2,Berlin,LAWF,21,23,Stage 2,male,41.33333333,0,379,0,1,0
54d4cb79d3cde8c245033381,17,2/6/2015,5/11/2015,5/19/2015,8/24/2015,189,12,Stage 3,Stage 3,Berlin,DCLAWF,23,12,Stage 3,male,45.06349206,0,388,1,1,1
553f6169d4cde8264a123cc3,17,4/28/2015,5/12/2015,6/2/2015,2/18/2016,11,19,Stage 2,Stage 2,Berlin,LAWF,21,19,Stage 2,male,41.33333333,0,307,0,1,0
55df8732d3cde8e313e893df,17,8/27/2015,9/14/2015,9/25/2015,2/26/2016,3,11,Stage 2,Stage 2,Berlin,NA,32,11,Stage 2,NA,46.05533597,NA,186,0,1,0
54e07a03d4cde8a87ef5f21b,17,2/15/2015,3/9/2015,4/7/2015,2/12/2016,17,23,Stage 2,Stage 2,Berlin,DC,47,23,Stage 2,male,61.43564356,0,379,0,1,0
54eb6accd3cde8d030c09073,17,2/23/2015,3/7/2015,3/18/2015,2/19/2016,10,23,Stage 2,Stage 2,Berlin,LA,30,23,Stage 2,male,47.97277228,0,371,0,1,0
55040ae0d4cde8b81ea1709b,17,3/14/2015,4/8/2015,4/30/2015,2/28/2016,1,22,Stage 2,Stage 2,Berlin,DCLA,32,22,Stage 2,male,52.83279221,0,352,0,1,0
551a446ed3cde8c44ecddbb1,17,3/31/2015,4/13/2015,4/29/2015,2/22/2016,7,21,Stage 2,Stage 2,Berlin,DCLA,32,21,Stage 2,male,52.83279221,0,335,0,1,0
559d56a2d3cde85a2b9c8c66,17,7/8/2015,7/18/2015,7/31/2015,2/23/2016,6,14,Stage 2,Stage 2,Berlin,WF,21,14,Stage 2,male,41.83333333,0,236,0,1,0
55660ca3d3cde8f3712c5bea,17,5/27/2015,6/11/2015,7/1/2015,2/19/2016,10,17,Stage 2,Stage 2,Berlin,DCLA,32,17,Stage 2,male,52.83279221,0,278,0,1,0
54eb2cc5d2cde8ff0c017220,17,2/23/2015,4/9/2015,4/29/2015,1/25/2016,35,21,Stage 3,Stage 3,Berlin,LA,30,21,Stage 3,male,47.97277228,0,371,0,1,0
54f73eb8d4cde80c43c71d27,17,3/4/2015,3/10/2015,3/25/2015,2/7/2016,22,21,Stage 3,Stage 2,Berlin,DCLA,32,21,Stage 2,female,56.12340426,1,362,0,1,0
558db70ad3cde8cf06ff3921,16,6/26/2015,7/1/2015,7/10/2015,1/29/2016,31,14,Stage 3,Stage 3,Berlin,LA,30,14,Stage 3,female,46.8019802,1,248,0,1,0
559fd54cd2cde8983ffa16af,16,7/10/2015,7/24/2015,8/10/2015,2/28/2016,1,16,Stage 2,Stage 2,Berlin,DC,47,16,Stage 2,female,59.16363636,1,234,0,1,0
5592621cd4cde86f7d48b69e,16,6/30/2015,7/8/2015,7/16/2015,2/16/2016,13,15,Stage 2,Stage 2,Berlin,LA,30,15,Stage 2,male,47.97277228,0,244,0,1,0
551ac3b6d4cde8cb04d2d135,16,3/31/2015,5/11/2015,6/4/2015,2/26/2016,3,22,Stage 2,Stage 2,Berlin,DCLA,32,22,Stage 2,male,52.83279221,0,335,0,1,0
5574979dd2cde8082b6d57cb,16,6/7/2015,6/21/2015,7/3/2015,2/29/2016,0,18,Stage 2,Stage 2,Berlin,DC,47,18,Stage 2,female,59.16363636,1,267,0,1,0
55420c70d4cde898779b4e1c,16,4/30/2015,5/9/2015,5/15/2015,9/29/2015,153,10,Stage 3,Stage 3,Berlin,DCLA,32,10,Stage 3,male,52.83279221,0,305,1,1,1
54d136b5d3cde84f01ffb9dd,16,2/3/2015,2/9/2015,2/23/2015,2/14/2016,15,25,Stage 2,Stage 2,Berlin,DCLAWF,23,25,Stage 2,male,45.06349206,0,391,0,1,0
5530bd5dd4cde8cf32ac71be,16,4/17/2015,5/8/2015,6/4/2015,2/22/2016,7,21,Stage 2,Stage 2,Berlin,LA,30,21,Stage 2,female,46.8019802,1,318,0,1,0
54ef8d9bd4cde8b33952079a,16,2/26/2015,3/20/2015,4/14/2015,2/25/2016,4,24,Stage 2,Stage 2,Berlin,DCLA,32,24,Stage 2,male,52.83279221,0,368,0,1,0
5536e2b7d2cde8367a50028e,16,4/21/2015,5/20/2015,6/3/2015,2/23/2016,6,21,Stage 2,Stage 2,Berlin,LAWF,21,21,Stage 2,male,41.33333333,0,314,0,1,0
54d9cb5bd4cde85013d9a1d7,16,2/10/2015,3/9/2015,4/15/2015,2/27/2016,2,25,Stage 2,Stage 2,Berlin,LA,30,25,Stage 2,male,47.97277228,0,384,0,1,0
54e8537ed3cde8f453c09097,16,2/21/2015,2/23/2015,3/6/2015,2/27/2016,2,25,Stage 2,Stage 2,Berlin,DCLAWF,23,25,Stage 2,male,45.06349206,0,373,0,1,0
55952238d3cde8ae5323a3a0,16,7/2/2015,7/16/2015,8/11/2015,2/22/2016,7,16,Stage 2,Stage 2,Berlin,DCLA,32,16,Stage 2,female,56.12340426,1,242,0,1,0
5502e993d2cde8a4621b5fc6,16,3/16/2015,4/10/2015,5/13/2015,2/4/2016,25,22,Stage 3,Stage 2,Berlin,DCLA,32,22,Stage 2,male,52.83279221,0,350,0,1,0
54e0c799d3cde8a85054150a,16,2/15/2015,2/27/2015,3/15/2015,1/28/2016,32,23,Stage 3,Stage 3,Berlin,LAWF,21,23,Stage 3,male,41.33333333,0,379,0,1,0
558d2152d3cde8976dff3904,16,6/26/2015,7/24/2015,8/6/2015,2/29/2016,0,17,Stage 2,Stage 2,Berlin,DCLA,32,17,Stage 2,male,52.83279221,0,248,0,1,0
54d8e446d3cde84d21582ff2,16,2/9/2015,2/26/2015,3/24/2015,2/28/2016,1,26,Stage 2,Stage 2,Berlin,DCLAWF,23,26,Stage 2,male,45.06349206,0,385,0,1,0
55393815d2cde8ed65fe05e4,16,4/23/2015,5/20/2015,6/10/2015,2/13/2016,16,20,Stage 2,Stage 2,Berlin,LAWF,21,20,Stage 2,male,41.33333333,0,312,0,1,0
551b8920d2cde83e78b4fb0e,15,4/1/2015,4/20/2015,5/26/2015,12/11/2015,80,18,Stage 3,Stage 3,Berlin,DCLA,32,18,Stage 3,female,56.12340426,1,334,0,1,1
553b9a66d3cde829263b8cc8,15,4/25/2015,5/31/2015,7/2/2015,2/28/2016,1,22,Stage 2,Stage 2,Berlin,WF,21,22,Stage 2,male,41.83333333,0,310,0,1,0
54fda9d3d2cde8207bc61776,15,3/12/2015,3/30/2015,4/20/2015,2/29/2016,0,25,Stage 2,Stage 2,Berlin,LA,30,25,Stage 2,male,47.97277228,0,354,0,1,0
553fd821d3cde83e2a105f87,15,4/28/2015,5/6/2015,5/18/2015,11/23/2015,98,15,Stage 3,Stage 3,Berlin,DCLA,32,15,Stage 3,female,56.12340426,1,307,0,1,1
55c260b5d4cde82d58008ceb,15,8/5/2015,8/16/2015,8/19/2015,12/21/2015,70,10,Stage 3,Stage 3,Berlin,LA,30,10,Stage 3,male,47.97277228,0,208,0,1,1
54ca3cd7d3cde8fb0d7d40d8,15,1/29/2015,2/9/2015,2/23/2015,10/27/2015,125,19,Stage 3,Stage 3,Berlin,LA,30,19,Stage 3,male,47.97277228,0,396,1,1,1
552e02e2d2cde8fc3ad76ba7,15,4/15/2015,5/19/2015,6/7/2015,12/11/2015,80,17,Stage 3,Stage 3,Berlin,LA,30,17,Stage 3,male,47.97277228,0,320,0,1,1
552f518bd4cde84428b6ff12,15,4/16/2015,5/9/2015,6/3/2015,2/18/2016,11,22,Stage 2,Stage 2,Berlin,DCLA,32,22,Stage 2,male,52.83279221,0,319,0,1,0
54fcabafd2cde8595cc61826,15,3/8/2015,3/22/2015,4/22/2015,2/22/2016,7,25,Stage 2,Stage 2,Berlin,DCLA,32,25,Stage 2,male,52.83279221,0,358,0,1,0
54dc63b7d3cde82046f7d163,15,2/12/2015,2/23/2015,3/8/2015,1/21/2016,39,25,Stage 3,Stage 3,Berlin,LAWF,21,25,Stage 3,male,41.33333333,0,382,0,1,0
556cc191d2cde8a10bcd97ea,15,6/1/2015,6/22/2015,7/7/2015,2/22/2016,7,19,Stage 2,Stage 2,Berlin,DC,47,19,Stage 2,male,61.43564356,0,273,0,1,0
55a4eef1d2cde83319b3f2c8,15,7/14/2015,8/13/2015,8/24/2015,12/27/2015,64,12,Stage 3,Stage 3,Berlin,LAWF,21,12,Stage 3,female,28.5625,1,230,1,1,1
55b799cfd4cde88158b57700,15,7/28/2015,8/10/2015,8/27/2015,2/28/2016,1,15,Stage 2,Stage 2,Berlin,LA,30,15,Stage 2,female,46.8019802,1,216,0,1,0
551681f7d2cde8ce0b2d723a,15,3/28/2015,4/15/2015,5/6/2015,2/22/2016,7,24,Stage 2,Stage 2,Berlin,LA,30,24,Stage 2,male,47.97277228,0,338,0,1,0
554cbd35d4cde8b86f2273e7,15,5/8/2015,6/3/2015,6/23/2015,2/21/2016,8,21,Stage 2,Stage 2,Berlin,LA,30,21,Stage 2,male,47.97277228,0,297,0,1,0
55780ed4d3cde8213fe85e4e,15,6/10/2015,6/27/2015,7/6/2015,2/23/2016,6,18,Stage 2,Stage 2,Berlin,NA,32,18,Stage 2,NA,46.05533597,NA,264,0,1,0
54d76147d2cde8995da904fc,15,2/8/2015,2/13/2015,2/20/2015,2/2/2016,27,26,Stage 3,Stage 2,Berlin,DCLA,32,26,Stage 2,male,52.83279221,0,386,0,1,0
5539e3c4d4cde8d05102140c,15,4/24/2015,5/11/2015,6/3/2015,2/18/2016,11,21,Stage 2,Stage 2,Berlin,LA,30,21,Stage 2,male,47.97277228,0,311,0,1,0
55b6446cd2cde8d34939aa46,15,7/27/2015,8/4/2015,9/6/2015,2/21/2016,8,15,Stage 2,Stage 2,Berlin,DCLAWF,23,15,Stage 2,male,45.06349206,0,217,0,1,0
5524fa88d3cde8b73dee02a8,15,4/8/2015,4/18/2015,4/28/2015,1/21/2016,39,21,Stage 3,Stage 3,Berlin,LA,30,21,Stage 3,male,47.97277228,0,327,0,1,0
55315851d3cde8000cbb23f9,15,4/20/2015,8/2/2015,8/18/2015,1/30/2016,30,20,Stage 3,Stage 3,Berlin,DCLA,32,20,Stage 2,male,52.83279221,0,315,0,1,0
54de131ed4cde83b21f5f224,14,2/13/2015,4/16/2015,4/22/2015,2/17/2016,12,28,Stage 2,Stage 2,Berlin,DCLA,32,28,Stage 2,female,56.12340426,1,381,0,1,0
55205c89d4cde8212dd2d1ad,14,4/4/2015,4/17/2015,4/29/2015,2/18/2016,11,25,Stage 2,Stage 2,Berlin,DC,47,25,Stage 2,male,61.43564356,0,331,0,1,0
55868889d3cde85803ff37de,14,6/21/2015,7/5/2015,7/19/2015,2/22/2016,7,19,Stage 2,Stage 2,Berlin,NA,32,19,Stage 2,NA,46.05533597,NA,253,0,1,0
5558afa8d3cde8be01985480,14,5/17/2015,5/19/2015,6/2/2015,1/31/2016,29,20,Stage 3,Stage 3,Berlin,DCLA,32,20,Stage 2,male,52.83279221,0,288,0,1,0
55199196d3cde8385acddc0d,14,3/30/2015,4/14/2015,5/2/2015,1/29/2016,31,23,Stage 3,Stage 3,Berlin,DCLA,32,23,Stage 2,female,56.12340426,1,336,0,1,0
54fffbfcd4cde88f0768d70a,14,3/11/2015,3/22/2015,4/14/2015,11/19/2015,102,19,Stage 3,Stage 3,Berlin,DCLA,32,19,Stage 3,male,52.83279221,0,355,0,1,1
54ca0656d2cde8ac01c48077,14,1/29/2015,2/8/2015,3/9/2015,2/9/2016,20,29,Stage 2,Stage 2,Berlin,DCLAWF,23,29,Stage 2,male,45.06349206,0,396,0,1,0
5509b804d2cde80a6b52f8f4,14,3/18/2015,3/29/2015,4/9/2015,11/5/2015,116,18,Stage 3,Stage 3,Berlin,LA,30,18,Stage 3,male,47.97277228,0,348,1,1,1
54ef80ffd2cde8a2024944f0,14,2/26/2015,3/14/2015,4/20/2015,2/16/2016,13,27,Stage 2,Stage 2,Berlin,LA,30,27,Stage 2,female,46.8019802,1,368,0,1,0
54f89a83d2cde88c42dd77f5,14,3/5/2015,3/21/2015,4/8/2015,11/14/2015,107,20,Stage 3,Stage 3,Berlin,LA,30,20,Stage 3,male,47.97277228,0,361,1,1,1
